Assistance No.;Job No.;Vessel;Description;Vessel Name;Job;Departure;Arrival;Start Mobilisation;Ordered;On Site;Start - On Site;Lignes;Start Job;Start Job - End Job;Lignes2;End Job;End Job - End Mobilisation;Lignes3;End Mobilisation;Total;Lignes4;Assistant Hrs;Running Hrs.;Time Registration;Used Configuration;Comments
ASS21018352;JOB21009544;SOUTHAMPTON;Southampton;CSCL ATLANTIC OCEAN;VOORHAVEN;;Albert II dok APM TERMINAL;19/02/21 19:15:00;19/02/21 18:50:00;19/02/21 19:56:12;;;19/02/21 20:11:46;;;19/02/21 21:30:47;;;19/02/21 22:00:00;;;1,3;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21018142;JOB21009426;SOUTHAMPTON;Southampton;CITRUS VITA BRASIL;LOCK;Noordelijk Insteekdok BNFW WEST;Kaai 0990, Sifferdok sector D;19/02/21 10:30:00;19/02/21 12:00:00;19/02/21 11:00:00;;;19/02/21 11:00:00;;;19/02/21 12:20:00;;;19/02/21 12:50:00;;;1,3;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21018078;JOB21009390;SOUTHAMPTON;Southampton;BERGAMOT ACE;LOCK;;Zuidelijk Insteekdok ZID OOST;19/02/21 06:50:00;19/02/21 06:30:00;19/02/21 07:40:00;;;19/02/21 08:15:00;;;19/02/21 10:30:00;;;19/02/21 11:00:00;;;2,3;4,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21018020;JOB21009359;SOUTHAMPTON;Southampton;EMERALD LEADER;LOCK;;Zuidelijk Insteekdok TOYOTA ZID;19/02/21 01:15:00;19/02/21 02:00:00;19/02/21 01:48:03;;;19/02/21 01:57:35;;;19/02/21 04:11:27;;;19/02/21 04:33:33;;;2,2;3,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21017830;JOB21009234;SOUTHAMPTON;Southampton;ARC INTEGRITY;LOCK ONLY;Zuidelijk Insteekdok SRT ZID;;18/02/21 11:15:00;18/02/21 15:00:00;18/02/21 11:45:00;;;18/02/21 14:00:00;;;18/02/21 15:15:00;;;18/02/21 15:45:00;;;1,3;4,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21017683;JOB21009155;SOUTHAMPTON;Southampton;RCC ANTWERP;LOCK;;Zuidelijk Insteekdok ZID WEST;18/02/21 06:30:00;18/02/21 05:51:00;18/02/21 07:00:00;;;18/02/21 07:15:00;;;18/02/21 09:00:00;;;18/02/21 09:30:00;;;1,8;3,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21017552;JOB21009096;SOUTHAMPTON;Southampton;ORCA ACE;LOCK;Ligplaats 1239, VRASENEDOK;Zuidelijk Insteekdok ZID WEST;17/02/21 20:35:00;17/02/21 15:30:00;17/02/21 21:00:00;;;17/02/21 21:30:00;;;17/02/21 22:00:00;;;17/02/21 22:30:00;;;0,5;1,9;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21017510;JOB21009075;SOUTHAMPTON;Southampton;COSCO SHIPPING PISCES;VOORHAVEN;Albert II dok APM TERMINAL;;17/02/21 18:30:00;17/02/21 19:00:00;17/02/21 18:55:00;;;17/02/21 18:55:00;;;17/02/21 19:40:00;;;17/02/21 20:10:00;;;0,8;1,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21017442;JOB21009046;SOUTHAMPTON;Southampton;NORDIC ACE;LOCK;Noordelijk Insteekdok ICO WEST;;17/02/21 15:50:00;17/02/21 17:15:00;17/02/21 16:05:00;;;17/02/21 16:10:00;;;17/02/21 17:25:00;;;17/02/21 17:55:00;;;1,3;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21017233;JOB21008900;SOUTHAMPTON;Southampton;GALVESTON HIGHWAY;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;17/02/21 04:50:00;17/02/21 07:15:00;17/02/21 05:45:00;;;17/02/21 06:00:00;;;17/02/21 08:20:00;;;17/02/21 08:50:00;;;2,3;4,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21017208;JOB21008891;SOUTHAMPTON;Southampton;CITRUS VITA BRASIL;LOCK;Kaai 0990, Sifferdok sector D;Noordelijk Insteekdok BNFW WEST;17/02/21 01:15:00;16/02/21 19:30:00;17/02/21 02:25:46;;;17/02/21 04:15:00;;;17/02/21 04:45:00;;;17/02/21 05:15:00;;;0,5;4,;Finished;;VRAI
ASS21017182;JOB21008885;SOUTHAMPTON;Southampton;MONZA EXPRESS;LOCK;Verbindingsdok ZID WEST;;16/02/21 22:50:00;17/02/21 01:15:00;16/02/21 23:55:00;;;17/02/21 00:00:35;;;17/02/21 01:25:00;;;17/02/21 01:55:00;;;1,4;3,1;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21017160;JOB21008861;SOUTHAMPTON;Southampton;LAVENDER ACE;SHIFT ACHTERHAVEN;Zuidelijk Insteekdok ZID WEST;k521;16/02/21 21:50:00;16/02/21 22:00:00;16/02/21 21:55:00;;;16/02/21 22:00:00;;;16/02/21 22:45:00;;;16/02/21 23:15:00;;;0,8;1,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21017137;JOB21008852;SOUTHAMPTON;Southampton;NORDIC ACE;LOCK;;Noordelijk Insteekdok ICO WEST;16/02/21 18:30:00;16/02/21 16:58:00;16/02/21 19:00:00;;;16/02/21 19:15:00;;;16/02/21 19:50:00;;;16/02/21 20:20:00;;;0,6;1,8;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21017035;JOB21008767;SOUTHAMPTON;Southampton;VIKING DIAMOND;LOCK;Zuidelijk Insteekdok STEIGER TOYOTA;;16/02/21 14:10:00;16/02/21 14:55:00;16/02/21 14:15:00;;;16/02/21 14:55:00;;;16/02/21 16:00:00;;;16/02/21 16:30:00;;;1,1;2,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21016988;JOB21008713;SOUTHAMPTON;Southampton;THALATTA;LOCK;Ligplaats 1237, VRASENEDOK;Zuidelijk Insteekdok WALLENIUS;16/02/21 13:20:00;16/02/21 05:45:00;16/02/21 13:30:00;;;16/02/21 13:40:00;;;16/02/21 14:10:00;;;16/02/21 14:10:00;;;0,5;0,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21016882;JOB21008691;SOUTHAMPTON;Southampton;LAVENDER ACE;LOCK;;Zuidelijk Insteekdok ZID WEST;16/02/21 08:40:00;16/02/21 07:56:00;16/02/21 09:20:00;;;16/02/21 09:35:00;;;16/02/21 11:40:00;;;16/02/21 12:10:00;;;2,1;3,5;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21016805;JOB21008645;SOUTHAMPTON;Southampton;SWIFT ACE;LOCK;Zuidelijk Insteekdok ZID OOST;;16/02/21 00:05:00;16/02/21 00:50:00;16/02/21 00:40:00;;;16/02/21 00:55:00;;;16/02/21 02:10:00;;;16/02/21 02:40:00;;;1,3;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21016754;JOB21008628;SOUTHAMPTON;Southampton;HORIZON HIGHWAY;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;15/02/21 21:05:00;15/02/21 21:55:00;15/02/21 21:45:00;;;15/02/21 21:55:00;;;15/02/21 23:30:00;;;15/02/21 23:59:00;;;1,6;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21016657;JOB21008598;SOUTHAMPTON;Southampton;CLEAN PLANET;VOORHAVEN;;LNG LNG STEIGER WEST;15/02/21 17:35:00;15/02/21 18:25:00;15/02/21 18:10:00;;;15/02/21 18:25:00;;;15/02/21 20:20:00;;;15/02/21 20:50:00;;;1,9;3,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21016554;JOB21008532;SOUTHAMPTON;Southampton;DELPHINE;SHIFT VOORHAVEN;;Brittaniadok C.RO  BRITTANNIADOK;15/02/21 13:05:00;15/02/21 13:40:00;15/02/21 13:40:00;;;15/02/21 13:40:00;;;15/02/21 15:00:00;;;15/02/21 15:30:00;;;1,3;2,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21016433;JOB21008405;SOUTHAMPTON;Southampton;MALACCA HIGHWAY;LOCK;Verbindingsdok ZID WEST;;15/02/21 05:55:00;15/02/21 06:00:00;15/02/21 06:00:00;;;15/02/21 06:00:00;;;15/02/21 07:35:00;;;15/02/21 08:05:00;;;1,6;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21016395;JOB21008399;SOUTHAMPTON;Southampton;VIKING DIAMOND;LOCK;;Noordelijk Insteekdok ICO WEST;15/02/21 02:40:00;15/02/21 02:00:00;15/02/21 03:00:00;;;15/02/21 03:10:00;;;15/02/21 04:05:00;;;15/02/21 04:35:00;;;0,9;1,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21016341;JOB21008385;SOUTHAMPTON;Southampton;PROMETHEUS LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;14/02/21 22:20:00;14/02/21 23:00:00;14/02/21 22:40:00;;;14/02/21 23:00:00;;;15/02/21 00:50:00;;;15/02/21 01:20:00;;;1,8;3,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21016311;JOB21008373;SOUTHAMPTON;Southampton;CELANDINE;VOORHAVEN;;Albert II dok ALBERT II DOK;14/02/21 19:55:00;14/02/21 20:05:00;14/02/21 20:00:00;;;14/02/21 20:05:00;;;14/02/21 20:25:00;;;14/02/21 20:45:00;;;0,3;0,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21016243;JOB21008351;SOUTHAMPTON;Southampton;HOEGH TRIGGER;LOCK;Zuidelijk Insteekdok ZID WEST;;14/02/21 16:25:00;14/02/21 16:50:00;14/02/21 16:50:00;;;14/02/21 16:50:00;;;14/02/21 19:50:00;;;14/02/21 20:20:00;;;3,;3,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21016153;JOB21008297;SOUTHAMPTON;Southampton;MORNING CORNELIA;LOCK;;Zuidelijk Insteekdok WALLENIUS;14/02/21 09:55:00;14/02/21 08:25:00;14/02/21 10:00:00;;;14/02/21 10:10:00;;;14/02/21 10:55:00;;;14/02/21 11:25:00;;;0,8;1,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21016105;JOB21008291;SOUTHAMPTON;Southampton;CORAL LEADER;SHIFT ACHTERHAVEN;k525;k508;14/02/21 06:45:00;14/02/21 07:05:00;14/02/21 07:05:00;;;14/02/21 07:05:00;;;14/02/21 08:05:00;;;14/02/21 08:35:00;;;1,;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21016077;JOB21008278;SOUTHAMPTON;Southampton;HOEGH TRIGGER;LOCK;;Zuidelijk Insteekdok ZID WEST;14/02/21 05:00:00;14/02/21 04:35:00;14/02/21 05:20:00;;;14/02/21 05:20:00;;;14/02/21 06:35:00;;;14/02/21 07:05:00;;;1,3;2,1;Finished;;VRAI
ASS21016022;JOB21008261;SOUTHAMPTON;Southampton;GUARDIAN LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;14/02/21 00:10:00;14/02/21 01:05:00;14/02/21 00:50:00;;;14/02/21 01:05:00;;;14/02/21 02:35:00;;;14/02/21 03:05:00;;;1,5;2,9;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21015987;JOB21008241;SOUTHAMPTON;Southampton;RUDOLF SAMOYLOVICH;VOORHAVEN;;LNG LNG TERMINAL;13/02/21 21:20:00;13/02/21 18:01:00;13/02/21 22:00:00;;;13/02/21 22:25:00;;;14/02/21 00:05:00;;;14/02/21 00:35:00;;;1,7;3,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21017844;JOB21009249;SOUTHAMPTON;Southampton;BNS GODETIA;VOORHAVEN;Visartsluis - ZP1 MARINEDOK 1 OOST;;13/02/21 18:00:00;13/02/21 18:10:00;13/02/21 18:05:00;;;13/02/21 18:10:00;;;13/02/21 18:15:00;;;13/02/21 18:45:00;;;0,1;0,8;Finished;;FAUX
ASS21015894;JOB21008207;SOUTHAMPTON;Southampton;CLEAN VISION;VOORHAVEN;;LNG LNG STEIGER WEST;13/02/21 15:45:00;13/02/21 16:35:00;13/02/21 16:30:00;;;13/02/21 16:35:00;;;13/02/21 18:00:00;;;13/02/21 18:00:00;;;1,4;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21015785;JOB21008163;SOUTHAMPTON;Southampton;MOL EMISSARY;VOORHAVEN;;Visartsluis - ZP1 OCHZ WESTERHOOFD;13/02/21 09:15:00;13/02/21 10:20:00;13/02/21 10:20:00;;;13/02/21 10:20:00;;;13/02/21 11:35:00;;;13/02/21 12:05:00;;;1,3;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21017832;JOB21009246;SOUTHAMPTON;Southampton;BNS GODETIA;VOORHAVEN;;Visartsluis - ZP1 MARINEDOK 1 OOST;13/02/21 07:50:00;13/02/21 08:30:00;13/02/21 08:20:00;;;13/02/21 08:45:00;;;13/02/21 09:15:00;;;13/02/21 09:45:00;;;0,5;1,9;Finished;;FAUX
ASS21015695;JOB21008143;SOUTHAMPTON;Southampton;CSCL ARCTIC OCEAN;VOORHAVEN;;Albert II dok APM TERMINAL;13/02/21 03:25:00;13/02/21 04:05:00;13/02/21 04:00:00;;;13/02/21 04:05:00;;;13/02/21 05:10:00;;;13/02/21 05:40:00;;;1,1;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21015694;JOB21008142;SOUTHAMPTON;Southampton;MELEQ;VOORHAVEN;;Hermespier C.RO  HERMESKAAI;13/02/21 02:20:00;13/02/21 02:45:00;13/02/21 02:40:00;;;13/02/21 02:45:00;;;13/02/21 03:20:00;;;13/02/21 03:50:00;;;0,6;1,5;Finished;;VRAI
ASS21015643;JOB21008120;SOUTHAMPTON;Southampton;FINNSEA;VOORHAVEN;Wielingendok STORA WIELINGENDOK;;12/02/21 22:20:00;12/02/21 22:20:00;12/02/21 22:20:00;;;12/02/21 22:20:00;;;12/02/21 22:55:00;;;12/02/21 23:25:00;;;0,6;1,1;Finished;;VRAI
ASS21015621;JOB21008095;SOUTHAMPTON;Southampton;FINNSEA;SHIFT VOORHAVEN;Wielingendok WIELINGENDOK;Wielingendok STORA WIELINGENDOK;12/02/21 21:05:00;12/02/21 21:45:00;12/02/21 21:10:00;;;12/02/21 21:45:00;;;12/02/21 22:20:00;;;12/02/21 22:20:00;;;0,6;1,3;Finished;;VRAI
ASS21015579;JOB21008088;SOUTHAMPTON;Southampton;SWIFT ACE;LOCK;;Zuidelijk Insteekdok ZID OOST;12/02/21 19:50:00;12/02/21 20:15:00;12/02/21 20:00:00;;;12/02/21 20:15:00;;;12/02/21 21:00:00;;;12/02/21 21:30:00;;;0,8;1,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21015462;JOB21008021;SOUTHAMPTON;Southampton;HOEGH TRIDENT;LOCK;Zuidelijk Insteekdok ZID WEST;;12/02/21 15:30:00;12/02/21 16:10:00;12/02/21 16:05:00;;;12/02/21 16:10:00;;;12/02/21 17:55:00;;;12/02/21 18:25:00;;;1,8;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21015324;JOB21007921;SOUTHAMPTON;Southampton;FINNSEA;VOORHAVEN;;Wielingendok WIELINGENDOK;12/02/21 10:20:00;12/02/21 10:45:00;12/02/21 10:40:00;;;12/02/21 10:45:00;;;12/02/21 11:25:00;;;12/02/21 11:55:00;;;0,7;1,6;Finished;;VRAI
ASS21015311;JOB21007916;SOUTHAMPTON;Southampton;CMA CGM AMERICA;VOORHAVEN;Albert II dok APM TERMINAL;;12/02/21 09:40:00;12/02/21 10:00:00;12/02/21 09:55:00;;;12/02/21 10:00:00;;;12/02/21 10:20:00;;;12/02/21 10:20:00;;;0,3;0,7;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21015212;JOB21007862;SOUTHAMPTON;Southampton;CITY OF ST PETERSBURG;LOCK;Noordelijk Insteekdok CTO OOST;;11/02/21 23:05:00;12/02/21 01:30:00;12/02/21 00:30:00;;;12/02/21 00:40:00;;;12/02/21 01:15:00;;;12/02/21 01:45:00;;;0,6;2,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21015183;JOB21007860;SOUTHAMPTON;Southampton;FEDOR LITKE;VOORHAVEN;LNG LNG TERMINAL;;11/02/21 21:30:00;11/02/21 22:00:00;11/02/21 21:50:00;;;11/02/21 22:10:00;;;11/02/21 22:45:00;;;11/02/21 23:15:00;;;0,6;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21015122;JOB21007809;SOUTHAMPTON;Southampton;NIAGARA HIGHWAY;LOCK;Zuidelijk Insteekdok ZID OOST;;11/02/21 18:05:00;11/02/21 19:45:00;11/02/21 18:20:00;;;11/02/21 18:35:00;;;11/02/21 20:10:00;;;11/02/21 20:40:00;;;1,6;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21014933;JOB21007689;SOUTHAMPTON;Southampton;POHORJE;VOORHAVEN;;Albert II dok APM TERMINAL;11/02/21 09:50:00;11/02/21 10:00:00;11/02/21 10:15:00;;;11/02/21 10:20:00;;;11/02/21 11:25:00;;;11/02/21 11:55:00;;;1,1;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21014889;JOB21007662;SOUTHAMPTON;Southampton;TOREADOR;LOCK;;Zuidelijk Insteekdok TOYOTA ZID;11/02/21 07:00:00;11/02/21 04:27:00;11/02/21 07:45:00;;;11/02/21 07:45:00;;;11/02/21 08:55:00;;;11/02/21 09:25:00;;;1,2;2,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21014870;JOB21007660;SOUTHAMPTON;Southampton;IRIS ACE;SHIFT ACHTERHAVEN;Zuidelijk Insteekdok STEIGER TOYOTA;;11/02/21 04:14:58;11/02/21 04:00:00;11/02/21 04:15:01;;;11/02/21 04:17:55;;;11/02/21 05:18:57;;;11/02/21 05:50:00;;;1,;1,6;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21014846;JOB21007652;SOUTHAMPTON;Southampton;TITANIA;SHIFT ACHTERHAVEN;Zuidelijk Insteekdok ZID WEST;Zuidelijk Insteekdok ZID WEST K531;11/02/21 02:16:25;11/02/21 03:00:00;11/02/21 02:28:06;;;11/02/21 03:21:46;;;11/02/21 04:05:07;;;11/02/21 04:05:16;;;0,7;1,8;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21014820;JOB21007642;SOUTHAMPTON;Southampton;NIAGARA HIGHWAY;LOCK;;Zuidelijk Insteekdok ZID OOST;10/02/21 23:50:02;11/02/21 00:00:00;11/02/21 00:12:53;;;11/02/21 00:12:57;;;11/02/21 02:13:37;;;11/02/21 02:13:41;;;2,;2,4;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21014775;JOB21007621;SOUTHAMPTON;Southampton;VOLANS LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;10/02/21 19:53:30;10/02/21 23:15:00;10/02/21 20:06:19;;;10/02/21 22:32:28;;;10/02/21 23:48:35;;;10/02/21 23:49:26;;;1,3;3,9;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21014670;JOB21007585;SOUTHAMPTON;Southampton;COSCO SHIPPING AZALEA;VOORHAVEN;Albert II dok APM TERMINAL;;10/02/21 15:30:00;10/02/21 16:00:00;10/02/21 15:50:00;;;10/02/21 16:34:47;;;10/02/21 17:18:48;;;10/02/21 17:48:00;;;0,7;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21014441;JOB21007510;SOUTHAMPTON;Southampton;FEDOR LITKE;VOORHAVEN;;LNG LNG TERMINAL;10/02/21 08:00:00;10/02/21 09:00:00;10/02/21 08:30:00;;;10/02/21 09:12:39;;;10/02/21 11:03:14;;;10/02/21 11:33:00;;;1,8;3,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21014381;JOB21007493;SOUTHAMPTON;Southampton;TITANIA;LOCK;;Zuidelijk Insteekdok ZID WEST;10/02/21 02:49:56;10/02/21 02:01:00;10/02/21 03:18:09;;;10/02/21 03:39:22;;;10/02/21 05:36:20;;;10/02/21 06:05:00;;;1,9;3,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21014331;JOB21007471;SOUTHAMPTON;Southampton;TRANS IBERIA;VOORHAVEN;Geul West - ZP1 BBM;ZEESTATION - kaai 103;09/02/21 21:11:43;09/02/21 22:00:00;09/02/21 22:02:30;;;09/02/21 22:02:35;;;09/02/21 22:52:03;;;09/02/21 23:20:00;;;0,8;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21014152;JOB21007314;SOUTHAMPTON;Southampton;SPICA LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;09/02/21 12:55:00;09/02/21 13:00:00;09/02/21 13:20:00;;;09/02/21 13:45:06;;;09/02/21 13:56:51;;;09/02/21 14:26:00;;;0,2;1,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21014044;JOB21007283;SOUTHAMPTON;Southampton;COSCO SHIPPING AZALEA;VOORHAVEN;;Albert II dok APM TERMINAL;09/02/21 07:30:00;09/02/21 05:31:00;09/02/21 08:00:00;;;09/02/21 08:00:00;;;09/02/21 09:15:00;;;09/02/21 09:45:00;;;1,3;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21014026;JOB21007279;SOUTHAMPTON;Southampton;OOCL INDONESIA;VOORHAVEN;Albert II dok APM TERMINAL;;09/02/21 06:05:12;09/02/21 06:00:00;09/02/21 06:22:22;;;09/02/21 06:22:23;;;09/02/21 07:10:45;;;09/02/21 07:40:00;;;0,8;1,6;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21013986;JOB21007268;SOUTHAMPTON;Southampton;LAKE KIVU;LOCK;;Zuidelijk Insteekdok STEIGER TOYOTA;09/02/21 04:33:44;09/02/21 03:44:00;09/02/21 05:20:23;;;09/02/21 05:30:03;;;09/02/21 06:04:06;;;09/02/21 06:04:14;;;0,6;1,5;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21013906;JOB21007249;SOUTHAMPTON;Southampton;MORNING LADY;LOCK;Zuidelijk Insteekdok WALLENIUS;;08/02/21 21:10:03;08/02/21 23:00:00;08/02/21 21:47:31;;;08/02/21 22:03:26;;;08/02/21 23:32:56;;;08/02/21 23:59:00;;;1,5;2,8;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21013716;JOB21007156;SOUTHAMPTON;Southampton;MORNING LADY;LOCK;;Zuidelijk Insteekdok WALLENIUS;08/02/21 13:35:00;08/02/21 12:25:00;08/02/21 14:10:00;;;08/02/21 14:23:19;;;08/02/21 16:00:00;;;08/02/21 16:30:00;;;1,6;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21013629;JOB21007100;SOUTHAMPTON;Southampton;FINNSUN;VOORHAVEN;;Wielingendok STORA WIELINGENDOK;08/02/21 05:45:00;08/02/21 07:12:00;08/02/21 08:52:58;;;08/02/21 08:59:21;;;08/02/21 09:31:42;;;08/02/21 10:00:00;;;0,5;4,3;Finished;;VRAI
ASS21013539;JOB21007068;SOUTHAMPTON;Southampton;MOSEL ACE;LOCK;Zuidelijk Insteekdok STEIGER TOYOTA;;08/02/21 01:05:02;08/02/21 02:45:00;08/02/21 01:05:06;;;08/02/21 01:31:02;;;08/02/21 03:26:56;;;08/02/21 03:55:00;;;1,9;2,8;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21013528;JOB21007057;SOUTHAMPTON;Southampton;GLOVIS CAPTAIN;LOCK;;Zuidelijk Insteekdok ZID WEST;08/02/21 00:00:21;07/02/21 21:32:00;08/02/21 00:33:07;;;08/02/21 00:33:10;;;08/02/21 01:03:23;;;08/02/21 01:03:49;;;0,5;1,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21013441;JOB21007036;SOUTHAMPTON;Southampton;SPICA LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;07/02/21 18:59:25;07/02/21 18:02:00;07/02/21 19:19:20;;;07/02/21 19:48:36;;;07/02/21 21:28:35;;;07/02/21 22:00:00;;;1,7;3,;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21013247;JOB21006939;SOUTHAMPTON;Southampton;MOSEL ACE;SHIFT ACHTERHAVEN;Noordelijk Insteekdok CTO OOST;ZUIDELIJK INSTEEK DOK;06/02/21 21:28:45;06/02/21 22:00:00;06/02/21 21:47:42;;;06/02/21 21:51:43;;;06/02/21 23:09:33;;;06/02/21 23:40:00;;;1,3;2,2;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21013050;JOB21006832;SOUTHAMPTON;Southampton;MOSEL ACE;LOCK;;Noordelijk Insteekdok CTO OOST;06/02/21 08:45:00;06/02/21 07:41:00;06/02/21 08:58:47;;;06/02/21 09:15:15;;;06/02/21 10:48:07;;;06/02/21 11:15:00;;;1,5;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21012939;JOB21006799;SOUTHAMPTON;Southampton;PASSERO;LOCK;Zuidelijk Insteekdok ZID OOST;;05/02/21 23:00:00;06/02/21 01:00:00;05/02/21 23:50:00;;;05/02/21 23:53:50;;;06/02/21 01:35:08;;;06/02/21 02:05:00;;;1,7;3,1;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21012760;JOB21006695;SOUTHAMPTON;Southampton;PASSERO;SHIFT ACHTERHAVEN;;Zuidelijk Insteekdok ZID WEST;05/02/21 11:45:00;05/02/21 14:00:00;05/02/21 14:17:23;;;05/02/21 14:31:24;;;05/02/21 14:51:07;;;05/02/21 15:20:00;;;0,3;3,6;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21012628;JOB21006604;SOUTHAMPTON;Southampton;POLARIS HIGHWAY;LOCK;Zuidelijk Insteekdok ZID OOST;;05/02/21 03:52:16;05/02/21 05:15:00;05/02/21 03:59:12;;;05/02/21 04:14:46;;;05/02/21 05:45:50;;;05/02/21 06:15:00;;;1,5;2,4;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21012572;JOB21006588;SOUTHAMPTON;Southampton;PASSERO;SHIFT ACHTERHAVEN;ZUIDELIJK INSTEEK DOK;Zuidelijk Insteekdok ZID WEST;04/02/21 21:51:15;04/02/21 20:00:00;04/02/21 22:15:37;;;04/02/21 22:29:05;;;04/02/21 23:07:55;;;04/02/21 23:26:08;;;0,6;1,6;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21012461;JOB21006495;SOUTHAMPTON;Southampton;POLARIS HIGHWAY;LOCK;;Zuidelijk Insteekdok ZID OOST;04/02/21 14:10:00;04/02/21 11:16:00;04/02/21 14:40:00;;;04/02/21 14:44:03;;;04/02/21 15:52:36;;;04/02/21 16:22:00;;;1,1;2,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21012412;JOB21006445;SOUTHAMPTON;Southampton;TALIA;LOCK;;Zuidelijk Insteekdok ZID WEST;04/02/21 11:05:00;04/02/21 08:33:00;04/02/21 11:35:51;;;04/02/21 11:41:53;;;04/02/21 12:13:11;;;04/02/21 12:45:00;;;0,5;1,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21012351;JOB21006428;SOUTHAMPTON;Southampton;PASSERO;LOCK;;Zuidelijk Insteekdok ZID WEST;04/02/21 06:41:00;04/02/21 06:08:00;04/02/21 07:15:00;;;04/02/21 07:30:23;;;04/02/21 09:14:17;;;04/02/21 09:45:00;;;1,7;3,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21012248;JOB21006381;SOUTHAMPTON;Southampton;OOCL UNITED KINGDOM;VOORHAVEN;Albert II dok APM TERMINAL;;03/02/21 19:10:00;03/02/21 20:00:00;03/02/21 19:40:00;;;03/02/21 20:30:00;;;03/02/21 21:05:00;;;03/02/21 21:35:00;;;0,6;2,4;Finished;TOWING WINCH FWD / PORT;VRAI
